1,1,Exposition,First Subject,X,X
2,1,,,,
3,1,,,,X
4,1,,,,
5,1,,,X,X
6,1,,,,
7,1,,,,X
8,1,,,,
9,1,,,X,X
10,1,,,,
11,1,,,,X
12,1,,,,
13,1,,Link measure,,
14,1,,Second Subject,X,X
15,1,,,,
16,1,,,,X
17,1,,,,
18,1,,,X,X
19,1,,,,
20,1,,,,X
21,1,,,,
22,1,,,X,X
23,1,,,,
24,1,,,,X
25,1,,,,
26,1,,,X,X
27,1,,,,
28,1,,,,
Repeat: 1-28,,,,,
,,,,,
29,1,Development,,X,X
30,1,,,,
31,1,,,,X
32,1,,,,
33,1,,,X,X
34,1,,,,
35,1,,,,X
36,1,,,,
37,1,,,X,X
38,1,,,,
39,1,,,,X
40,1,,,,
41,1,,,,
42-49=1-8,,"""Wrong key"" Recapitulation",,,
,,,,,
50,1,,,Change,X
51,1,,,,
52,1,,,X,X
53,1,,,,
54,1,,,,X
55,1,,,,
56,1,,,X,X
57,1,,,,
58-66=13-21,,,,,
,,,,,
67,1,,,,
68,1,,,,X
69,1,,,,
70,1,,,X,X
71,1,,,,
72,1,,,,X
73,1,,,,
Repeat: 29-73,,,,,
