1,-1,Exposition,First Subject,Sentence,Presentation,Basic idea
2,,,,,,
3,-0.5,,,,,Basic idea
4,,,,,,
5,-0.5,,,,Continuation,Fragmentation
6,,,,,,
7,,,,,,
8,1,,,,,Cadence
9,,,,,,
10,,,,,,
11,-1,,Transition,X,X,
12,,,,,,
13,1,,,,X,
14,,,,,,
15,-1,,,X,X,
16,,,,,,
17,1,,,,X,
18,,,,,,
19,2,,,X,X,
20,,,,,,
21,,,,,,
22,,,,,,
23,1,,Second Subject,Sentence,Presentation,
24,,,,,,
25,,,,,,
26,2.5,,,,Continuation,
27,,,,,,
28,,,,,,
29,,,,,,
30,,,,,,
31,1,,,Sentence,Presentation,
32,,,,,,
33,1,,,,Continuation,
34,,,,,,
35,1,,,X,,
36,,,,,,
37,,,,,,
38,,,,,,
39,1,,,Sentence,Presentation,
40,,,,,,
41,,,,,,
42,,,,,,
43,1,,,,Continuation,
44,,,,,,
45,,,,,,
46,1,,,,Extension,
47,,,,,,
48,,,,,,
49,,,,,,
50,1,,Codetta,Sentence,Presentation,
51,1,,,,Continuation,Fragmentation
52,1,,,,,Cadence
53,,,,,,
54,1,,,Sentence,Presentation,
55,1,,,,Continuation,Fragmentation
56,1,,,,,Cadence
57,,,,,,
58,,,,,,
59,1,,,X,X,
60,,,,,,
61,1,,,,X,
62,,,,,,
63,,,,,,
Repeat: 1-63,,,,,,
,,,,,,
64,-1,Development,Introduction,Sentence,Presentation,Basic idea
65,,,,,,
66,-1,,,,,Basic idea
67,,,,,,
68,-1,,,,Continuation,Fragmentation
69,1,,,,,
70,1,,,,,Cadence
71,1,,Body,X,,
72,1,,,,,
73,1,,,X,,
74,1,,,,,
75,2,,,X,,
76,1,,,,,
77,1,,,X,,
78,1,,,,,
79,2.5,,,X,,
80,1,,,,,
81,1,,,X,,
82,1,,,,,
83,1,,,,,
84,1,,,,,
85,1,,,,,
86,1.5,,Sentence,Presentation,,
87,,,,,,
88,-0.75,,,Continuation,Fragmentation,
89,,,,,,
90,,,,,,
91,-0.75,,,,Further fragmentation,
92,,,,,,
93,,,,,,
94-103=1-10,,Recapitulation,,,,
,,,,,,
104,-1,,Transition,X,X,
105,,,,,,
106,-1.5,,,,X,
107,,,,,,
108,-1.5,,,X,X,
109,,,,,,
110-118=14-22,,,,,,
119-144=23-48,,,,,,
,,,,,,
144,1,,,,Extension,
145,1,,,,,
146,1,,,,,
147,1,,,X,X,
148,1,,,,,
149,1,,,,X,
150,1,,,,,
151,1,,,,,
152-165=50-63,,,,,,
Repeat: 64-165,,,,,,
