1,1,Exposition,First Subject Group,Theme a,X
2,1,,,,
3,1,,,,
4,1,,,,
5,1,,,,X
6,1,,,,
7,1,,,,
8,1,,,Theme b,X
9,1,,,,
10,1,,,,X
11,1,,,,
12,1,,,,X
13,1,,,,
14,1,,,,
15,1,,,,
16,1,,,,
17,1.75,,Second Subject Group,Theme c,X
18,1,,,,
19,1.75,,,,X
20,1,,,,
21,1.75,,,X,X
22,1,,,,
23,2.5,,,,X
24,1,,,,
25,2.5,,,,X
26,1,,,,
27,1,,,Theme d,X
28,1,,,,
29,1,,,,
30,1,,,,
31,1,,,X,X
32,1,,,,
33,1,,,,
34,1,,Codetta,X,X
35,1,,,,
36,1,,,,X
37,1,,,,
38,1,,,X,X
39,1,,,,
40,1,,,,
Repeat: 1-40,,,,,
,,,,,
41,1,Development,,X,X
42,1,,,,
43,1,,,,
44,1,,,,
45,1,,,X,X
46,1,,,,
47,1,,,,X
48,1,,,X,X
49,1,,,,
50,1,,,,X
51,1,,,,
52,1,,,,X
53,1,,,,
54,1,,,,
55,1,,,X,X
56,1,,,,
57,1,,,,X
58,1,,,,
59,1,,,,X
60,1,,,,
61,1,,,X,X
62,1,,,,
63,1,,,,X
64,1,,,,
65,1,,,,X
66,1,,,,
67,1,,,,
68,1,,,,
69,1,,,,
70-85=1-16,,Recapitulation,,,
,,,,,
86,1.75,,Second Subject Group,Theme c,X
87,1,,,,
88,1,,,,X
89,1,,,,
90,1,,,X,X
91,1,,,,
92,1,,,,X
93,1,,,,
94,1,,,,X
95,1,,,,
96,1,,,Theme d,X
97,1,,,,
98,1,,,,
99,1,,,,
100,1,,,X,X
101,1,,,,
102,1,,,,
103,1,,Coda,X,X
104,1,,,,
105,1,,,,X
106,1,,,,
107,1,,,X,X
108,1,,,,
109,1,,,,
Repeat: 41-109,,,,,
