1,1,Exposition,First Subject,Sentence,Presentation,
2,1,,,,,
3,1,,,,,
4,1,,,,,
5,1,,,,Fragmentation,
6,1,,,,,
7,1,,,,Cadence,
8,1,,,,,
9,1,,,,Fragmentation,
10,1,,,,,
11,1,,,,Cadence,
12,1,,,X,X,
13,1,,,,,
14,1,,,,X,
15,1,,,,,
16,1,,Transition,,,
17,1,,,,,
18,1,,,,,
19,1,,Second Subject Group,Period,Antecedent,
20,1,,,,,
21,1,,,,Consequent,
22,1,,,,,
23,1,,,Period,Antecedent,
24,1,,,,,
25,1,,,,Consequent,
26,1,,,,,
27,1,,,Period,Antecedent,
28,1,,,,,
29,1,,,,Consequent,
30,1,,,,,
31,1,,,,Cadence expansion,
32,1,,,,,
33,1,,,,,
34,1,,,,,
35,1,,,Period,Antecedent,
36,1,,,,,
37,1,,,,Consequent,
38,1,,,,,
39,1,,,Period,Antecedent,
40,1,,,,,
41,1,,,,Cadence,
42,1,,Compound period,Sentence,Presentation,
43,1,,,,,
44,1,,,,Fragmentation,
45,1,,,,,
46,1,,,,Cadence,
47,1,,,,,
48,1,,,Sentence,Presentation,
49,1,,,,,
50,1,,,,Fragmentation,
51,1,,,,,
52,1,,,,Cadence,
53,1,,,,,
54,1,,Codetta,X,,
55,1,,,,,
56,1,,,X,,
57,1,,,,,
58,1,,,X,,
Repeat: 1-58,,,,,,
,,,,,,
59,1,Development,X,X,,
60,1,,,,,
61,1,,,X,,
62,1,,,,,
63,1,,,X,,
64,1,,,,,
65,1,,,X,,
66,1,,,,,
67,1,,,X,,
68,1,,,,,
69,1,,,X,,
70,1,,,,,
71,1,,X,X,,
72,1,,,,,
73,1,,,X,,
74,1,,,,,
75,1,,Sentence,Presentation,,
76,1,,,,,
77,1,,,Fragmentation,,
78,1,,,,,
79,1,,,Cadence,,
80,1,,,,,
81,1,,Period,Antecedent,,
82,1,,,,,
83,1,,,Consequent,,
84,1,,,,,
85,1,,,,,
86,1,,,Cadential Extension,,
87,1,,,,,
88-105=1-18,,Recapitulation,,,,
,,,,,,
106,1,,Second Subject Group,Period,Antecedent,
107,1,,,,,
108,1,,,,Consequent,
109,1,,,,,
110,1,,,Period,Antecedent,
111,1,,,,,
112,1,,,,Consequent,
113,1,,,,,
114,1,,,Period,Antecedent,
115,1,,,,,
116,1,,,,Consequent,
117,1,,,,,
118,1,,,,Cadence expansion,
119,1,,,,,
120,1,,,,,
121,1,,,,,
122,1,,,Period,Antecedent,
123,1,,,,,
124,1,,,,Consequent,
125,1,,,,,
126,1,,,Period,Antecedent,
127,1,,,,,
128,1,,,,Cadence,
129,1,,,Compound period,Sentence,Presentation
130,1,,,,,
131,1,,,,,Fragmentation
132,1,,,,,
133,1,,,,,Cadence
134,1,,,,,
135,1,,,,Sentence,Presentation
136,1,,,,,
137,1,,,,,Fragmentation
138,1,,,,,
139,1,,,,,Cadence
140,1,,,,,
141,1,,Coda,X,X,
142,1,,,,,
143,1,,,,X,
144,1,,,,,
145,1,,,X,X,
146,1,,,,,
147,1,,,,X,
148,1,,,,,
149,1,,,,X,
150,1,,,,,
Repeat: 59-150,,,,,,
