1,1,Exposition,First Subject group,Theme a,Period,Antecedent,Basic idea
2,1,,,,,,
3,1,,,,,,Contrasting idea
4,1,,,,,,
5,1,,,,,Consequent,Basic idea
6,1,,,,,,
7,1,,,,,,Contrasting idea
8,1,,,,,,
9,1,,,Theme b,X,X,
10,1,,,,,,
11,1,,,,,X,
12,1,,,,,,
13,1,,,,X,X,
14,1,,,,,,
15,1,,,,,X,
16,1,,,,,,
17,1,,,,X,X,
18,1,,,,,,
19,1,,Transition,Theme a,X,,
20,1,,,,,,
21,1,,,,X,,
22,1,,,,,,
23,1,,"""False Second Subject"" (Eb established, but theme not reprised)",Theme c,Sentence,Presentation,
24,1,,,,,,
25,1,,,,,,
26,1,,,,,,
27,1,,,,,Continuation,
28,1,,,,,,
29,1,,,,,,
30,2,,,Link,X,,
31,1,,,,,,
32,1,,,,X,,
33,1,,,,,,
34,1,,,,X,,
35,1,,,,,,
36,1,,Second Subject Group,Theme d,Period,Antecedent,X
37,1,,,,,,
38,1,,,,,,X
39,1,,,,,,
40,1,,,,,Consequent,X
41,1,,,,,,
42,1,,,,,,X
43,1,,,,,,
44,1,,,X,Period,Antecedent,X
45,1,,,,,,
46,1,,,,,,X
47,1,,,,,,
48,1,,,,,,
49,1,,,,,Consequent,X
50,1,,,,,,
51,1,,,,,,X
52,1,,,,,,
53,1,,,X,X,,
54,1,,,,,,
55,1,,,,X,,
56,1,,,,,,
57,1,,,X,X,,
58,1,,,,,,
59,1,,,Period,Antecedent,X,
60,1,,,,,,
61,1,,,,,X,
62,4,,,,,,
63,1,,,,Consequent,X,
64,1,,,,,,
65,1,,,,,X,
66,1,,,,,,
67,2,,,Double Period,Period,Antecedent,X
68,2,,,,,Consequent,
69,2,,,,Period,Antecedent,X
70,2,,,,,Consequent,
71,1,,Codetta,Theme a,X,,
72,1,,,,,,
73,1,,,,X,,
74,1,,,,,,
Repeat: 1-74,,,,,,,
,,,,,,,
75,1,Development,Theme a,X,,,
76,1,,,,,,
77,1,,,X,,,
78,1,,,,,,
79,1,,Theme c,,,,
80,1,,,,,,
81,1,,,,,,
82,1,,,,,,
83,1,,Theme a,X,,,
84,1,,,,,,
85,1,,,X,,,
86,1,,,,,,
87,1,,,X,,,
88,1,,,,,,
89,1,,,X,,,
90,1,,,,,,
91,1,,,X,,,
92,1,,,,,,
93,1,,,X,X,,
94,1,,,,,,
95,1,,,,X,,
96,1,,,,,,
97,1,,,,,,
98,1,,,,,,
99,1,,,,,,
100-117=1-18,,Recapitulation,,,,,
,,,,,,,
118,1,,,Theme a,X,,
119,1,,,,,,
120,1,,,,,,
121,1,,,,X,X,
122,1,,,,,,
123,1,,,,,X,
124,1,,,,,,
125,1,,,,,,
126,1,,,Codetta,X,,
127,1,,,,,,
128,1,,,,X,,
129,1,,,,,,
130,1,,,,X,,
131,1,,Second Subject Group,Theme d,Period,Antecedent,X
132,1,,,,,,
133,1,,,,,,X
134,1,,,,,,
135,1,,,,,Consequent,X
136,1,,,,,,
137,1,,,,,,X
138,1,,,,,,
139,1,,,X,Period,Antecedent,X
140,1,,,,,,
141,1,,,,,,X
142,1,,,,,,
143,1,,,,,,Post-Cadential Phrase Expansion
144,1,,,,,,
145,1,,,,,Consequent,X
146,1,,,,,,
147,1,,,,,,X
148,1,,,,,,
149,1,,,,,,
150,1,,,X,X,,
151,1,,,,,,
152,1,,,,X,,
153,1,,,,,,
154,1,,,,X,,
155,1,,,,,,
156,1,,,Period,Antecedent,X,
157,1,,,,,,
158,1,,,,,X,
159,1,,,,,,
160,1,,,,Consequent,X,
161,1,,,,,,
162,1,,,,,X,
163,1,,,,,,
164,2,,,Period,Antecedent,,
165,2,,,,Consequent,,
166,2,,,Period,Antecedent,,
167,2,,,,Consequent,,
168,1,Coda,X,X,,,
169,1,,,,,,
170,1,,,X,,,
171,1,,,,,,
172,1,,X,X,,,
173,1,,,,,,
174,1,,,X,,,
175,1,,,,,,
176,1,,X,X,,,
177,1,,,,,,
178,1,,,,,,
179,1,,,X,,,
180,1,,,,,,
181,1,,,,,,
182,1,,X,X,,,
183,1,,,,,,
184,1,,,,,,
185,1,,,,,,
Repeat: 75-185,,,,,,,
