1,1,Exposition,Introduction,X,X
2,1,,,,
3,1,,,,
4,1,,First Subject,Sentence,Presentation
5,1,,,,
6,1,,,,
7,1,,,,Fragmentation
8,1,,,,Cadence
9,2.25,,Second Subject,Sentence,Presentation
10,1,,,,
11,1,,,,Fragmentation
12,1,,,,
13,3,,,,Internal Phrase Expansion
14,1,,,,
15,1,,Codetta,X,X
Repeat: 1-15,,,,,
,,,,,
16,1,Development,,X,X
17,1,,,,
18,1,,,,X
19,1,,,,
20,1,,,,X
21,1,,,,
22,1,Recapitulation,First Subject,Sentence,Presentation
23,1,,,,
24,1,,,,
25,1,,,X,Fragmentation
26,1,,,,Cadence
27,2.25,,Second Subject,Sentence,Presentation
28,1,,,,
29,1,,,,Fragmentation
30,1,,,,
31,1,,,,Internal Phrase Expansion
32,1,,,,
33,1,,Codetta,X,X
34,1,Coda,X,X,X
35,1,,,,
36,1,,,,
Repeat: 16-36,,,,,
