1,-1,A,Theme a,Period,Antecedent
5,-1,,,,Consequent
9,-1,,Theme b,Period,Antecedent
13,-1,,,,Consequent
17-32=1-16,,,,,
33,-1,Transition,Theme b,X,
37,-1,,,X,
42,1,B,Theme b,X,
46,1,,,X,
52,1,,Dominant,X,
58,1,,,X,
67-82=1-16,,,,,
83,-1,C / Development, Theme a,X,
87,-1,,,X,
91,-1,,,X,
95,-1,,,X,
99,-1,,X,Theme b,
103,-1,,,Theme a,
107,-1,,X,Theme b,
111,-1,,,Theme a,
115,-1,,X,X,
122,-1,,,X,
125,-1,,,X,
129,-1,,,Dominant,
133-164=1-32,,A / Recapitulation,,,
,,,,,
165,-1,Transition,Theme b,X,
169,-1,,,X,
178-195=42-59,,,,,
,,,,,
196,-1,,,X,
206,-1,Coda,X,X,
217,-1,,,X,
225,-1,,Theme a,X,
228,-1,,,Adagio,
231,-1,,,Tempo 1,
234,-1,,,Adagio,
244,-1,,Presto,X,
249,-1,,,X,
253,-1,,,X,
256,1,,,X,
261,-1,,,X,
263,-1,,,X,
267,-1,,,X,
270,1,,,X,X
274,1,,,,X
275,,,,,
