1,1,Scherzo,A,Anacrustic measure,
2,1,,,X,
,,,,,
Repeat: 2-16,,,,,
17b,1,,B,Anacrustic measure,
18,1,,,X,
26,1,,,X,
,,,,,
Repeat: 18-41,,,,,
,,,,,
42,-1,Trio,A,,
,,,,,
Repeat: 42-55,,,,,
,,,,,
56,1,,,X,
57,1,,,,
58,1,,,,
59,1,,,,
60,1,,,,
61,1,,,,
62,1,,,,
63,1,,,,
64,1,,,X,
65,1,,,,
66,1,,,,
67,1,,,,
68,1,,,,
69,1,,,,
70,1,,,,
71,1,,,,
72,1,,,,
73,1,,,,
,,,,,
Repeat: 56-73,,,,,
74-88=1-16,,Scherzo Da Capo,,,X
89,1,,,,
90,1,,,X,
91,1,,,,
92,1,,,,
93,1,,,,
94,1,,,,
95,1,,,,
96,1,,,,
97,1,,,,
98,1,,,,
99,1,,,,
100,1,,,,
101,1,,,,
102,1,,,,
103,1,,,,
104,1,,,,X
105,1,,,,
,,,,,
106-127=17-39,,,,,
128,1,Coda,,,
140,,,,,
