1,-1,Minuet,A,
2,,,,
3,,,,
4,,,,
5,,,,
6,,,,
7,,,,
8,,,,
Repeat: 1-8,,,,
9,-1,,B,
10,,,,
11,,,,
12,,,,
13,,,,
14,,,,
15,,,,
16,,,,
17,-1,,A,X
18,,,,
19,,,,
20,,,,
21,,,,
22,,,,
23,,,,
24,,,,
25,,,,
26,,,,
27,-1,,,X
28,,,,
29,,,,
30,,,,
31,-1,,,X
32,,,,
33,,,,
34,,,,
35,-1,,,X
36,,,,
37,,,,
38,,,,
Repeat: 9:38,,,,
39,-1,Trio,X,X
40,,,,
41,,,,
42,,,,
43,-1,,,X
44,,,,
45,,,,
46,,,,
47,-1,,,X
48,,,,
49,,,,
50,,,,
51,-1,,,X
52,,,,
53,,,,
54,,,,
55,-1,,X,X
56,,,,
57,,,,
58,,,,
59,-1,,,X
60,,,,
61,,,,
62,,,,
63,-1,,,X
64,,,,
65,,,,
66,,,,
67,-1,,,X
68,,,,
69,,,,
70,,,,
71,-1,,X,X
72,,,,
73,,,,
74,,,,
75,1,,,X
76,,,,
77,,,,
78,,,,
79,1,,,X
80,,,,
81,,,,
82,,,,
83,-1,,,X
84,,,,
85,,,,
86,,,,
87,1,,X,X
88,,,,
89,,,,
90,,,,
91,1,,,X
92,,,,
93,,,,
94,,,,
95-118=71-94,,,,
119,,,X,
120,,,,
121,,,,
122,,,,
123,,,,
124,,,,
125-132=1-8,,Minuet,,
132-140=1-8,,,,
141,-1,Coda,X,
