1,1,Exposition,First Subject Group,Theme A,Sentence,Presentation,Basic Idea,X
2,1,,,,,,,
3,3,,,,,,,X
4,1,,,,,,,
5,1,,,,,,Basic Idea,X
6,1,,,,,,,
7,3,,,,,,,X
8,1,,,,,,,
9,1,,,,,Continuation,Fragmentation,X
10,1,,,,,,,
11,1,,,,,,,X
12,1,,,,,,,
13,3,,,,,,Cadence,X
14,1,,,,,,,
15,1,,,,,,,X
16,1,,,,,,,
17,1,,,,,,Cadential Expansion,X
18,1,,,,,,,
19,1,,,,,,,X
20,1,,,,,,,
21,2,,,,,,,X
22,2.75,,,,Sentence,Presentation,Basic Idea,X
23,1,,,,,,,
24,2.75,,,,,,Basic Idea,X
25,1,,,,,,,
26,2.75,,,,,Continuation,Fragmentation,X
27,1,,,,,,,
28,1,,,,,,Cadence,X
29,1,,,,,,,
30,1,,,,,,,X
31,1,,,,,,,
32,1,,Transition,Theme B,Sentence,Presentation,Basic Idea,X
33,1,,,,,,,
34,1,,,,,,,X
35,1,,,,,,,
36,1,,,,,,Basic Idea,X
37,1,,,,,,,
38,1,,,,,,,X
39,1,,,,,,,
40,1,,,,,Continuation,Fragmentation,X
41,1,,,,,,,
42,1,,,,,,,X
43,1,,,,,,,
44,1,,,,,,Cadence,X
45,1,,,,,,,
46,1,,,,,,,X
47,1,,,,,,,
48,2,,,,Sentence,Presentation,Basic Idea,
49,1,,,,,,,
50,2,,,,,,Basic Idea,
51,1,,,,,,,
52,2,,,,,Continuation,Fragmentation,
53,1,,,,,,,
54,1,,,,,,,
55,1,,,,,,Cadence,
56,1,,Second Subject Group,Theme C,Sentence,Presentation,Basic Idea,X
57,1,,,,,,,
58,1,,,,,,,X
59,1,,,,,,,
60,1,,,,,,Basic Idea,X
61,1,,,,,,,
62,1,,,,,,,X
63,1,,,,,,,
64,1,,,,,Continuation,Fragmentation,X
65,1,,,,,,,
66,1,,,,,,,X
67,1,,,,,,,
68,1,,,,,,,X
69,1,,,,,,,
70,1,,,,Hybrid,Compound Basic Idea,Basic Idea,
71,3,,,,,,,X
72,1,,,,,,,
73,1,,,,,,,
74,1,,,,,,,
75,1,,,,,,,
76,1,,,,,,Contrasting Idea,X
77,1,,,,,,,
78,3,,,,,Consequent,Basic Idea,
79,1,,,,,,,
80,1,,,,,,,
81,1,,,,,,,
82,1,,,,,,Contrasting Idea,X
83,1,,,,,,,
84,1,,,,,,,X
85,1,,,,,,,
86,2,,,,Sentence,Presentation,Basic Idea,X
87,1,,,,,,,
88,1,,,,,,Basic Idea,X
89,1,,,,,,,
90,1,,,,,Continuation,Fragmentation,
91,1,,,,,,,
92,1,,,,,,,
93,1,,,,,,Cadence,
94,1,,Codetta,Theme B?,X,X,,
95,1,,,,,,,
96,1,,,,,X,,
97,1,,,,,,,
98,1,,,,X,X,,
99,1,,,,,,,
100,1,,,,,X,,
101,1,,,,,,,
102,1,,,,X,X,,
103,1,,,,,,,
104,1,,,,,X,,
Repeat: 1-104,,,,,,,,
105,1,,,,,,,
106,1,Development,Introduction,Theme A,Sentence,Presentation,Basic Idea,X
107,1,,,,,,,
108,1,,,,,,,X
109,1,,,,,,,
110,1,,,,,,Basic Idea,X
111,1,,,,,,,
112,1,,,,,,,X
113,1,,,,,,,
114,1,,,,,Continuation,Fragmentation,X
115,1,,,,,,,
116,1,,,,,,Cadence,X
117,1,,,,,,,
