1,1,Theme,Theme A,X,
2,1,,,,
3,1,,,X,
4,1,,,,
5,1,,,X,
6,1,,,,
7,1,,,X,X
8,1,,,,X
9,1,,Theme B,X,
10,1,,,,
11,1,,,,
12,1,,,,
13,1,,,X,
14,1,,,,
15,1,,,,
16,1,,,,
17,1,,,Coda,
18,1,,,,
19,1,,,,
20,1,,,,
Repeat: 9-20,,,,,
21,1,Variation 1,Theme A,X,
22,1,,,,
23,1,,,X,
24,1,,,,
25,1,,,X,
26,1,,,,
27,1,,,X,X
28,1,,,,X
29,1,,Theme B,X,
30,1,,,,
31,1,,,,
32,1,,,,
33,1,,,X,
34,1,,,,
35,1,,,,
36,1,,,,
37,1,,,Coda,
38,1,,,,
39,1,,,,
40,1,,,,
Repeat: 29-40,,,,,
41,1,Variation 2,Theme A,X,
42,1,,,,
43,1,,,X,
44,1,,,,
45,1,,,X,
46,1,,,,
47,1,,,X,X
48,1,,,,X
49,1,,Theme B,X,
50,1,,,,
51,1,,,,
52,1,,,,
53,1,,,X,
54,1,,,,
55,1,,,,
56,1,,,,
57,1,,,Coda,
58,1,,,,
59,1,,,,
60,1,,,,
Repeat: 49-60,,,,,
61,1,Transition,,,
62,1,,,,
63,1,,,,
64,1,,,,
65,1,Variation 3,Theme A,X,
66,1,,,,
67,1,,,X,
68,1,,,,
69,1,,,X,
70,1,,,,
71,1,,,X,X
72,1,,,,X
73,1,,Theme B,X,
74,1,,,,
75,1,,,,
76,1,,,,
77,1,,,X,
78,1,,,,
79,1,,,,
80,1,,,,
81,1,,,Coda,
82,1,,,,
83,1,,,,
84,1,,,,
85,1,Coda,Theme A,,
86,1,,,,
87,1,,,,
88,1,,,,
89,1,,,,
90,1,,,,
