1,1,Exposition,Introduction,Theme a,Sentence,Presentation,Basic Idea,
2,1,,,,,,Basic Idea,
3,1,,,,,Continuation,Fragmentation,
4,1,,,,,,Cadence,
5,1,,,,Sentence,Presentation,Basic Idea,
6,1,,,,,,Basic Idea,
7,1,,,,,Continuation,Fragmentation,
8,1,,,,,,Fragmentation,
9,1,,,,,,Cadential evasion,
10,1,,,,,,Cadence,
11,1,,First Subject,Theme b,Sentence,Presentation,Basic Idea,
12,1,,,,,,,
13,1,,,,,,Basic Idea,
14,1,,,,,,,
15,1,,,,,Continuation,Fragmentation,
16,1,,,,,,,
17,1,,,,,,Cadence,
18,1,,,,,,,
19,1,,,,Sentence,Presentation,Basic Idea,
20,1,,,,,,,
21,1,,,,,,Basic Idea,
22,1,,,,,,,
23,1,,,,,Continuation,Fragmentation,
24,1,,,,,,,
25,1,,,,,,Cadence,
26,1,,,,,,,
27,1,,Transition,Theme c,X,X,,
28,1,,,,,,,
29,1,,,,,X,,
30,1,,,,,,,
31,1,,,,X,X,,
32,1,,,,,,,
33,1,,,,,X,,
34,1,,,,,,,
35,1,,,Theme b,Sentence,Presentation,Basic Idea,
36,1,,,,,,,
37,1,,,,,,,
38,1,,,,,,,
39,1,,,,,,Basic Idea,
40,1,,,,,,,
41,1,,,,,,,
42,1,,,,,,,
43,1,,,,,Continuation,Fragmentation,
44,1,,,,,,,
45,1,,,,,,Cadence,
46,1,,,,,,,
47,1,,,,,,,
48,1,,,,,,,
49,1,,,,,Lead-in Extension,,
50,1,,,,,,,
51,1,,Second Subject Group,Theme c,Period,Antecedent,Basic Idea,
52,1,,,,,,,
53,1,,,,,,Contrasting Idea,
54,1,,,,,,,
55,1,,,,,Consequent,Basic Idea,
56,1,,,,,,,
57,1,,,,,,Contrasting Idea,
58,1,,,,,,,
59,1,,,,Period,Antecedent,Basic Idea,
60,1,,,,,,,
61,1,,,,,,Contrasting Idea,
62,1,,,,,,,
63,1,,,,,Consequent,Basic Idea,
64,1,,,,,,,
65,1,,,,,,Contrasting Idea,
66,1,,,,,,,
67,1,,,,Period,Antecedent,Basic Idea,
68,1,,,,,,,
69,1,,,,,,Contrasting Idea,
70,1,,,,,,,
71,1,,,,,Consequent,Basic Idea,
72,1,,,,,,,
73,1,,,,,,Contrasting Idea,
74,1,,,,,,,
75,1,,,,Post-cadential expansion period,Antecedent,Basic Idea,
76,1,,,,,,,
77,1,,,,,,Contrasting Idea,
78,1,,,,,,,
79,1,,,,,Consequent,Basic Idea,
80,1,,,,,,,
81,1,,,,,,Contrasting Idea,
