1,1,A,Theme a,X
5,1,,,X
Repeat: 1-8,1,,,
,,,,
9,1,,Theme a,X
13,1,,,X
Repeat: 9-16,,,,
,,,,
17,-1,B,Theme a,X
25,-1,,,X
,,,,
35-50=1-16,,,,
51,-0.75,Coda,Theme b,X
55,-0.75,,,X
59,-0.75,,,X
63,-0.75,,,X
,,,,
72-79=1-8,,,,
80,1,Repeat,,X
88-95=9-16,,,,
96,1,Coda,X,
105,1,,X,
113,1,,X,
117,1,,,
