1,1,Exposition,First Subject Group,Theme a,X,,
2,,,,,,,
3,,,,,,,
4,,,,,,,
5,1,,,,X,,
6,,,,,,,
7,,,,,,,
8,,,,,,,
9,-1,,,Theme b,X,,
10,,,,,,,
11,,,,,,,
12,,,,,,,
13,-1,,,,X,,
14,,,,,,,
15,1,,Transition,Theme c,,,
16,,,,,,,
17,,,,,,,
18,,,,,,,
19,,,,,,,
20,,,,,,,
21,-0.75,,Second Subject Group,Theme d,Sentence,Presentation,Basic idea
22,,,,,,,
23,-0.75,,,,,,Basic idea
24,,,,,,,
25,-0.75,,,,,Continuation,Fragmentation
26,-0.75,,,,,,Fragmentation
27,-0.75,,,,,,Cadence
28,,,,,,,
29,-0.75,,,,Sentence,Presentation,Basic idea
30,,,,,,,
31,-0.75,,,,,,Basic idea
32,,,,,,,
33,-0.75,,,,,Continuation,Fragmentation
34,-0.75,,,,,,Fragmentation
35,-0.75,,,,,,Cadence
36,1,,,Theme e,X,X,
37,,,,,,,
38,1,,,,,X,
39,,,,,,,
40,1,,,,X,X,
41,,,,,,,
42,,,,,,,
43,1,,X,,,X,
44,,,,,,,
45,,,,,,,
46,1,,,,X,,
47,,,,,,,
48,,,,,,,
49,1,,Codetta,Theme c,,,
50,,,,,,,
51,,,,,,,
52,,,,,,,
Repeat: 1-52,,,,,,,
53,1,Development,Introduction,Theme a,X,,
54,,,,,,,
55,,,,,,,
56,,,,,X,,
57,,,,,,,
58,,,,,,,
59,66,,Body,Theme f,X,X,
60,,,,,,,
61,,,,,,X,
62,,,,,,,
63,,,,,X,X,
64,,,,,,,
65,,,,,,X,
66,,,,,,,
67-73=1-7,,Recapitulation,,,,,
,,,,,,,
74,,,,,,,
75,1,,,Theme e,X,X,
76,,,,,,,
77,1,,,,,X,
78,,,,,,,
79,1,,,,X,X,
80,,,,,,,
81,,,,,,,
82-87=15-20,,,,,,,
83,,,,,,,
84,,,,,,,
85,,,,,,,
86,,,,,,,
87,,,,,,,
88-122=21-52,,,,,,,
