1,1,A,Theme a,X,X,
3,1,,,,X,
5,1,,,X,X,
7,1,,,,X,
11,1,B,Theme b,X,,
14,1,,,X,,
19,1,,,X,,
26,1,,,X,,
29,1,,,X,,
32,1,,,x,,
37,1,,,X,,
,,,,,,
43-52=1-10,,,,,,
53,1,,Theme a,X,,
55,1,B,Theme b,X,,
59,1,,,X,,
,,,,,,
67-70=1-4,,,,,,
71-76=5-10,,,,,,
77,1,,,X,,
,,,,,,
