1,-1,Scherzo,X,X
2,-1,,,
3,-1,,,
4,-1,,,
5,-1,,,X
6,-1,,,
7,-1,,,
8,-1,,,
9,-1,,X,X
10,-1,,,
11,-1,,,
12,-1,,,
13,-1,,,X
14,-1,,,
15,-1,,,
16,-1,,,
17,-1,,X,X
18,-1,,,
19,-1,,,
20,-1,,,
21,-1,,,X
22,-1,,,
23,-1,,,
24,-1,,,
25,-1,,,X
26,-1,,,
27,-1,,,
28,-1,,,
29,-1,,X,X
30,-1,,,
31,-1,,,
32,-1,,,
33,-1,,,X
34,-1,,,
35,-1,,,
36,-1,,,
37,-1,,,X
38,-1,,,
39,-1,,,
40,-1,,,
41,-1,,,X
42,-1,,,
43,-1,,,
44,-1,,,
45-52=1-8,,,,
,,,,
53,-1,,X,X
54,-1,,,
55,-1,,,
56,-1,,,
57,-1,,,X
58,-1,,,
59,-1,,,
60,-1,,,
61,-1,,X,X
62,-1,,,
63,-1,,,
64,-1,,,
65,-1,,,X
66,-1,,,
67,-1,,,
,,,,
Repeat: 17-67,,,,
68,-1,Trio,A,
,,,,
Repeat: 68-75,,,,
76,-1,,B,X
80,-1,,,X
84,-1,,,X
88,-1,,,X
,,,,
Repeat: 76-91,,,,
92,-1,,Coda,
,,,,
Repeat: 1-67,,Scherzo da capo,,
