1,-0.66,Exposition,First Subject Group,Theme a,X,,
7,-0.66,,,,X,,
13,-1,,,Theme b,X,X,
17,1,,,,,X,
29,1,,,,X,,
34,1,,Second Subject Group,Theme c,X,X,
38,1,,,,,X,
42,1,,,,X,X,
50,1,,,,,X,X
54,1,,,,,,X
64,1,,,Theme b,X,,
70,1,,,,X,,
Repeat: 1-79,,,,,,,
80,1,Development,Theme b,X,,,
84,1,,,X,X,,
88,1,,,,X,,
92,-1,,,X,X,,
96,-1,,,,X,,
120,1,,,X,X,,
124,1,,,,X,,
128,-1,,,X,X,,
132,-1,,,,X,,
136,-1,,,,,,
140,-1,,,X,,,
144,-1,,,X,X,,
148,1,,,,X,,
152,1,,,X,X,,
156,1,,,,X,,
160,1,,,X,X,,
164,1,,,,X,,
,,,,,,,
172-199=1-28,,Recapitulation,,,,,
200,1,,,,X,X,
204,1,,,,,X,
209-244=34-69,,,,,,,
,,,,,,,
245,1,,,X,X,,
251,1,,,,X,,
257,1,,,,X,,
263,1,,Dominant,X,,,
279,-1,,Theme a,X,X,,
291,-1,,,,X,,
303,-1,,,X,X,,
309,-1,,,,X,,
313,-1,,,X,X,,
319,-1,,,,X,,
323,-1,,,X,,,
329,1,,,X,,,
333,1,,,X,,,
