1,-0.5,Exposition,First Subject Group,Theme a,Period,Antecedent
2,,,,,,
3,,,,,,
4,,,,,,
5,,,,,,
6,,,,,,
7,,,,,,
8,,,,,,
9,-0.5,,,,,Consequent
10,,,,,,
11,,,,,,
12,,,,,,
13,,,,,,
14,,,,,,
15,,,,,,
16,1,,Second Group,Theme b,X,
17,,,,,,
18,-0.5,,,,X,
19,,,,,,
20,-0.5,,,,X,
21,,,,,,
22,,,,,,
23,,,,,,
24,,,,,,
25,1,,,,X,
26,,,,,,
27,,,,,,
28,,,,,,
29,1,,Codetta,,,
30,,,,,,
31,,,,,,
Repeat: 1-33,,,,,,
34,-0.5,Development,Theme b,X,,
35,,,,,,
36,,,,,,
37,,,,,,
38,,,,,,
39,-0.75,,,X,,
40,,,,,,
41,,,,,,
42,1,,Theme c,X,,
43,,,,,,
44,,,,,,
45,,,,,,
46,1,,Theme b,X,,
47,,,,,,
48,1,,,X,,
49,,,,,,
50,,,,,,
51,,,,,,
52,,,,,,
53,,,,,,
54,1,,Dominant,,,
55,,,,,,
56,,,,,,
57,,,,,,
58,,,,,,
59,,,,,,
60,,,,,,
61,,,,,,
62,,,,,,
63,,,,,,
64-72=1-8,,Recapitulation,,,,
,,,,,,
73,1,,,Theme a,,
74,,,,,,
75,,,,,,
76,,,,,,
77,,,,,,
78,,,,,,
79,,,,,,
80,1,,Second Group,Theme b,X,
81,,,,,,
82,-0.5,,,,X,
83,,,,,,
84,-0.5,,,,X,
85,,,,,,
86,,,,,,
87,,,,,,
88,,,,,,
89,1,,,,X,
90,,,,,,
91,,,,,,
92,,,,,,
93,,,,,,
94,,,,,,
95,,,,,,
96,,,,,,
97,1,Coda,X,,,
98,,,,,,
99,,,,,,
100,,,,,,
101,,,,,,
102,,,,,,
103,1,,X,,,
104,,,,,,
105,,,,,,
106,,,,,,
107,,,,,,
108,,,,,,
109,,,,,,
110,,,,,,
