1,1,Introduction,X,
4,1,,Recitative,
7,3,Arioso dolente,Introduction,
9,1,,Theme,X
13,1,,,X
17,1,,,X
21,1,,,X
25,1,,Codetta,X
,,,,
27,-1,Fugue,,
,,,,
114,2,Arioso dolente,Introduction,
116,1,,Theme,
,,,,
137,-1,Fugue,X,
169,-1,,Meno allegro,
175,-1,,Tempo primo,
201,-1,,Tonic pedal,
213,,,,
