1,1,A,Theme a,X,X,
2,1,,,,,
3,1,,,,X,
4,1,,,,,
5,1,,,X,X,
6,1,,,,,
7,1,,,,X,
8,1,,,,,
9,1,,,X,X,
10,1,,,,,
11,1,,,,X,
12,1,,,,,
13,1,,,X,X,
14,1,,,,,
15,1,,,,X,
16,1,,,,,
17,1,,Transition,Theme b,X,
18,1,,,,,
19,1,,,,X,
20,1,,,,,
21,1,,,,X,
22,1,,,,,
23,1,,,,X,
24,1,,,,,
25,1,,,,X,
26,1,,,,,
27,1,B,Introduction,X,X,
28,1,,,,,
29,1,,,,X,
30,1,,,,,
31,1,,,X,X,
32,1,,,,,
33,1,,,,,
34,1,,,,X,
35,1,,,,,
36,1,,Theme c,X,X,
37,1,,,,,
38,1,,,,X,
39,1,,,,,
40,1,,,X,X,
41,1,,,,,
42,1,,,,X,
43,1,,,,,
44,1,,,X,X,
45,1,,,,,
46,1,,,,X,
47,1,,,,,
48,1,,,X,X,
49,1,,,,,
50,1,,,,,
51,1,A,Theme a,X,X,
52,1,,,,,
53,1,,,,X,
54,1,,,,,
55,1,,,X,X,
56,1,,,,,
57,1,,,,X,
58,1,,,,,
59,1,,,X,X,
60,1,,,,,
61,1,,,,X,
62,1,,,,,
63,1,,,,,
64,1,C,Theme d,X,X,X
65,1,,,,,
66,1,,,,,X
67,1,,,,,
68,1,,,,X,
69,1,,,,,
70,1,,,,,
71,1,,,,,
Repeat: 64-71,,,,,,
72,1,,,X,X,
73,1,,,,,
74,1,,,,,
75,1,,,,,
76,1,,,,X,
77,1,,,,,
78,1,,,,,
79,1,,,,,
80,1,,,,,
81,1,,,X,X,X
82,1,,,,,
83,1,,,,,X
84,1,,,,,
85,1,,,,X,
86,1,,,,,
87,1,,,X,X,
88,1,,,,,
89,1,,,,,
90,1,,,,,
91,1,,,,,
92,1,,,,X,
93,1,,,,,
Repeat: 72-93,,,,,,
94,1,A,Theme a,X,X,
95,1,,,,,
96,1,,,,X,
97,1,,,,,
98,1,,,X,X,
99,1,,,,,
100,1,,,,X,
101,1,,,,,
102,1,,,X,X,
103,1,,,,,
104,1,,,,X,
105,1,,,,,
106,1,,,X,X,
107,1,,,,,
108,1,,,,X,
109,1,,,,,
110,1,,Transition,X,X,
111,1,,,,,
112,1,,,,X,
113,1,,,,,
114,1,,,X,X,
115,1,,,,,
116,1,,,,X,
117,1,, ,,,
118,1,,,X,,
119,1,,,,,
120,1,B,Introduction,X,X,
121,1,,,,,
122,1,,,,X,
123,1,,,,,
124,1,,,X,X,
125,1,,,,,
126,1,,,,,
127,1,,,,X,
128,1,,,,,
129,1,,Theme c,X,X,
130,1,,,,,
131,1,,,,X,
132,1,,,,,
133,1,,,X,X,
134,1,,,,,
135,1,,,,X,
136,1,,,,,
137,1,,,X,X,
138,1,,,,,
139,1,,,,X,
140,1,,,,,
141,1,,,X,X,
142,1,,,,,
143,1,A,Theme a,X,X,
144,1,,,,,
145,1,,,,X,
146,1,,,,,
147,1,,,X,X,
148,1,,,,,
149,1,,,,X,
150,1,,,,,
151,1,,,X,X,
152,1,,,,,
153,1,,,,X,
154,1,,,,,
155,1,Coda,X,X,,
156,1,,,,,
157,1,,,X,,
158,1,,,,,
159,1,,,,,
160,1,,,,,
161,1,,,X,,
162,1,,,,,
163,1,,,,,
164,1,,,,,
165,1,,,,,
166,1,,Theme d,X,X,
167,1,,,,,
168,1,,,,X,
169,1,,,,,
170,1,,,X,X,
171,1,,,,,
172,1,,,,X,
173,1,,,,,
174,1,,,,X,
175,1,,,,,
176,1,,,X,X,
177,1,,,,,
178,1,,,,X,
179,1,,,,,
180,1,,,X,X,
181,1,,,,,
182,1,,,,X,
183,1,,,,,
