1,-0.5,Exposition,X,,
5,-0.5,,X,,
9,-0.5,,X,,
19,-0.5,,X,,
23,-0.5,,Bass pedal,,
Repeat: 1-32,,,,,
33,-0.5,Development,,,
41,1,,X,,
51,1,,X,,
63,1,,X,,
69,1,,Bass pedal,X,
73,1,,,X,
77,1,,X,,
87,-0.5,Recapitulation,X,X,
91,1,,,X,
95,1,,,X,
107,1,,X,X,
115,1,,,X,
125-132=23-29,,,,,
133,1,,,X,
137,1,,,X,
141,1,Coda,X,,
145,1,,X,,
149,1,,X,,
Repeat: 33-150,,,,,
,,,,,
