0,2.5,Exposition,First Subject,Theme A,Compond Sentence,Sentence,Presentation,
1,1,,,,,,,
2,1,,,,,,,
3,1,,,,,,Continuation,
4,2.5,,,,,Sentence,Presentation,
5,1,,,,,,,
6,1,,,,,,,
7,1,,,,,,Continuation,
8,1,,Transition,Theme B,Sentence,Presentation,Basic Idea,
9,1,,,,,,,
10,1,,,,,,Basic Idea,
11,1,,,,,,,
12,1,,,,,Continuation,Fragmentation,
13,1,,,,,,,
14,1,,,,,,Cadence,
15,1,,,,,,,
16,2.5,,Second Subject,Theme C,Sentence,Presentation,Basic Idea,
17,1,,,,,,,
18,2.5,,,,,,Basic Idea,
19,1,,,,,,,
20,2.5,,,,,Continuation,Fragmentation,
21,1,,,,,,,
22,1,,,,,,,
23,2.5,,,,Sentence,Presentation,Basic Idea,
24,1,,,,,,,
25,2.5,,,,,,Basic Idea,
26,1,,,,,,,
27,1,,,,,,,
28,1,,Coda,Theme A,Sentence,Presentation,,
29,1,,,,,,,
30,1,,,,,,,
31,1,,,,,Continuation,Fragmentation,
32,1,,,,,,,
33,1,,,,,,Cadence,
34,1,,,,,,,
35,1,,,,,,,
36,1,,,,,,Cadence,
37,1,,,,,,,
38,1,,,Theme D,Sentence,Presentation,Basic Idea,
39,1,,,,,,,
40,1,,,,,,,
41,1,,,,,,Basic Idea,
42,1,,,,,,,
43,1,,,,,Continuation,Cadence,
44,1,,,,,,,
45,1,,,,,,,
Repeat: 0-46,,,,,,,,
46,2.5,Development,,Theme A,Sentence,Presentation,,
47,1,,,,,,,
48,1,,,,,,,
49,1,,,,,Continuation,Fragmentation,
50,1,,,,,,,
51,1,,,,,,,
52,1,,,,,,,
53,1,,,,,,,
54,2.5,,,,,,Cadence,
55,1,,,,,,,
56,1,,,,,,,
57,2.5,Recapitulation,First Subject,Theme A,Compond Sentence,Sentence,Presentation,
58,1,,,,,,,
59,1,,,,,,,
60,1,,,,,,Continuation,
61,1,,,,,Sentence,Presentation,
62,1,,,,,,,
63,1,,,,,,,
64,1,,,,,,Continuation,
65,1,,Transition,Theme B,Sentence,Presentation,Basic Idea,
66,1,,,,,,,
67,2.5,,,,,,Basic Idea,
68,1,,,,,,,
69,1,,,,,Continuation,Fragmentation,
70,1,,,,,,,
71,1,,,,,,Cadence,
72,1,,,,,,,
73,2.5,,Second Subject,Theme C,Sentence,Presentation,Basic Idea,
74,1,,,,,,,
75,1,,,,,,Basic Idea,
76,1,,,,,,,
77,2.5,,,,,Continuation,Fragmentation,X
78,1,,,,,,,
79,2.5,,,,,,,X
80,1,,,,,,,
81,2.5,,,,,,Cadence,X
82,1,,,,,,,
83,1,,,,,,,X
84,1,,,,,,,
85,1,Coda,Theme A,Sentence,Presentation,,,
86,1,,,,,,,
87,1,,,,,,,
88,1,,,,Continuation,Fragmentation,,
89,1,,,,,,,
90,1,,,,,Cadence,,
91,1,,,,,,,
92,1,,,,,,,
93,1,,,,,Cadence,,
94,1,,Theme D,Sentence,Presentation,Basic Idea,,
95,1,,,,,,,
96,1,,,,,,,
97,1,,,,,,,
98,1,,,,,Basic Idea,,
99,1,,,,,,,
100,1,,,,Continuation,Cadence,,X
101,1,,,,,,,
102,1,,,,,,,X
103,1,,,,,,,
104,1,,,,,,Cadence,
105,1,,,,,,,
106,2.5,,,Theme C,Sentence,Presentation,Basic Idea,
107,1,,,,,,,
108,1,,,,,,Basic Idea,
109,1,,,,,,,
110,2.5,,,,,Continuation,Fragmentation,X
111,1,,,,,,,
112,1,,,,,,,X
113,1,,,,,,,
114,1,,,,X,X,X,X
115,2.5,,,Theme A+C,Sentence,Presentation,Basic Idea,
116,1,,,,,,,
117,2.5,,,,,,Basic Idea,
118,1,,,,,,,
119,2.5,,,,,Continuation,Fragmentation,
120,1,,,,,,,
121,1,,,,,,Cadence,
122,1,,,,,,,
