1,-1,A,Theme a,X
9,-1,,,X
17,-1,,,X
20,-1,,Theme b,X
32,-1,,,X
48,-1,,Theme c,X
64-67=16-19,,,,
68,-1,Recapitulation,X,
78,-1,,X,
81-96=1-16,,,,
97,-1,,X,
103-135=32-64,,,,
,,,,
136,-1,Coda,X,X
140,-1,,,X
149,-1,,X,
153,-1,,X,X
157,-1,,,X
164,,,,
